Location;Price;Rooms;WCs;Net Floor Area (m2);Gross Private Area (m2);Parking;Floor;Energy Performance Certificate;Elevator_Not available;Capital;Metropolitan Areas;Large cities;Coastal Locations;Median Age;Distance To Ocean
Ponta Delgada (São José), Ilha de São Miguel;230.000;3.0;1.0;103.0;103.0;;;Not available;True;False;False;False;False;42,2;1418
São Gonçalo de Lagos, Faro;337.500;2.0;2.0;92.0;149.0;2.0;2.0;Not available;True;False;False;False;True;45,7;13
Sines, Setúbal;195.000;2.0;2.0;89.0;89.0;1.0;0.0;Not available;True;False;True;True;False;46,6;26
Costa da Caparica, Almada;268.000;1.0;1.0;43.0;47.0;;;Not available;True;False;True;False;True;46,3;0
Estoril, Cascais;255.000;1.0;1.0;62.0;62.0;1.0;;Not available;True;False;False;False;True;46,9;4
Torres do Restelo, Lisboa;695.000;3.0;3.0;140.0;175.0;2.0;1.0;Energy Performance Certificate;False;True;True;True;False;44,8;7
Praça Rainha D. Amélia, Porto;178.900;1.0;1.0;36.0;45.0;;;Not available;True;False;True;True;True;47;6
Praça Rainha D. Amélia, Porto;162.300;1.0;1.0;34.0;43.0;;;Not available;True;False;True;True;True;47;6
Praça Rainha D. Amélia, Porto;165.700;1.0;1.0;34.0;43.0;;;Not available;True;False;True;True;True;47;6
Praça Rainha D. Amélia, Porto;158.900;1.0;1.0;34.0;43.0;;;Not available;True;False;True;True;True;47;6
Praça Rainha D. Amélia, Porto;197.200;1.0;1.0;34.0;71.0;;;Not available;True;False;True;True;True;47;6
Praça Rainha D. Amélia, Porto;572.800;2.0;2.0;162.0;215.0;;;Not available;True;False;True;True;True;47;6
Olivais Sul, Lisboa;315.000;3.0;2.0;75.0;75.0;;;Not available;True;True;True;True;False;44,8;16
Gouveia, Guarda;Under Consultation;3.0;3.0;158.0;;;;Not available;True;False;False;False;False;58,1;105
Alvalade, Lisboa;1.390.000;5.0;4.0;284.0;368.0;5.0;7.0;Energy Performance Certificate;False;True;True;True;False;44,8;14
São Martinho, Ilha da Madeira;258.000;3.0;2.0;101.0;101.0;1.0;4.0;Not available;True;False;False;False;False;;913
Gulpilhares e Valadares, Porto;235.000;2.0;2.0;101.0;101.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;True;47;7
Linda-a-Velha, Oeiras;167.500;3.0;2.0;97.0;108.0;0.0;3.0;Not available;False;False;False;False;False;46,5;4
Av. Novas/ Av. República, Lisboa;587.000;5.0;2.0;127.0;130.0;;;Not available;True;True;True;True;False;44,8;13
Fânzeres - Regadas, Gondomar;225.000;3.0;3.0;106.0;106.0;1.0;4.0;Not available;True;False;True;False;False;47,1;12
Porto, Porto;220.000;3.0;2.0;106.0;106.0;;;Not available;True;False;True;True;True;47;3
Algés, Oeiras;255.000;1.0;1.0;50.0;51.0;;;Not available;True;False;False;False;False;46,5;5
Senhora da Hora, Matosinhos;195.000;0.0;2.0;40.0;60.0;1.0;4.0;Energy Performance Certificate;False;False;True;False;False;47,5;4
Malveira, Mafra;295.000;3.0;2.0;152.0;186.0;2.0;;Not available;True;False;False;False;False;43,8;20
Hospital, Santarém;255.000;4.0;2.0;126.0;126.0;;;Not available;True;False;False;False;False;48,3;57
Loures, Loures;420.000;2.0;2.0;100.0;100.0;1.0;7.0;Energy Performance Certificate;False;False;False;False;False;44,6;18
S.Cosme, Gondomar;153.500;1.0;1.0;71.0;95.0;1.0;2.0;Not available;True;False;True;False;False;47,1;12
Costa da Caparica, Setúbal;270.000;1.0;1.0;55.0;55.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;46,6;0
Parque das Nações - Expo Sul, Lisboa;2.800.000;3.0;3.0;184.0;337.0;4.0;16.0;Energy Performance Certificate;False;True;True;True;False;44,8;17
Alfragide, Lisboa;258.000;2.0;1.0;77.0;83.0;1.0;1.0;Not available;True;True;True;True;False;44,8;7
Jardins do Cristo Rei, Loures;885.000;4.0;3.0;145.0;219.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;False;44,6;18
Boavista, Porto;570.000;5.0;3.0;183.0;188.0;2.0;6.0;Not available;True;False;True;True;True;47;4
Forte da Casa, Vila Franca de Xira;269.000;3.0;2.0;94.0;94.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;44,1;28
Leça do Balio, Matosinhos;367.000;4.0;3.0;151.0;151.0;2.0;2.0;Energy Performance Certificate;False;False;True;False;False;47,5;7
Odivelas Centro, Odivelas;210.000;3.0;1.0;80.0;82.0;0.0;3.0;Not available;True;False;False;False;False;43,7;14
Santa Cruz, Ilha da Madeira;205.000;2.0;2.0;;;;;Not available;True;False;False;False;False;43,7;899
Ponta Delgada (São Pedro), Ilha de São Miguel;760.000;3.0;4.0;171.0;171.0;2.0;3.0;Not available;True;False;False;False;False;42,2;1416
São Mamede de Infesta e Senhora da Hora, Porto;170.000;2.0;2.0;77.0;92.0;;;Not available;True;False;True;True;True;47;4
Grândola e Santa Margarida da Serra, Setúbal;350.000;4.0;2.0;117.0;117.0;;;Not available;True;False;True;True;False;46,6;56
Fânzeres e São Pedro da Cova, Porto;Under Consultation;2.0;1.0;83.0;90.0;;;Not available;True;False;True;True;True;47;13
Rinchoa, Sintra;200.000;2.0;1.0;90.0;112.0;;;Not available;True;False;False;False;False;43,7;10
Damaia de Cima, Amadora;220.000;2.0;1.0;80.0;85.0;;;Not available;True;False;True;True;False;44,1;8
Pombal, Leiria;Under Consultation;3.0;3.0;229.0;277.0;2.0;2.0;Energy Performance Certificate;False;False;False;False;False;46,4;35
Águas Livres, Lisboa;210.000;2.0;1.0;66.0;71.0;;;Not available;True;True;True;True;False;44,8;8
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;150.000;3.0;2.0;75.0;75.0;1.0;2.0;Not available;True;False;False;False;False;52,8;6479
Ranhados, Viseu;130.000;2.0;1.0;88.0;88.0;;;Not available;True;False;False;False;False;46,9;74
Pombal, Leiria;185.000;2.0;2.0;102.0;127.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;46,4;35
Venteira, Amadora;189.000;1.0;1.0;45.0;55.0;;;Not available;True;False;True;True;False;44,1;8
Marvila, Lisboa;Sob Consulta;3.0;4.0;473.0;473.0;3.0;4.0;Not available;False;True;True;True;False;44,8;15
Póvoa de Santa Iria e Forte Da Casa, Vila Franca de Xira;319.990;3.0;2.0;162.0;162.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;44,1;26
Pombal, Leiria;260.000;3.0;2.0;130.0;160.0;2.0;1.0;Not available;False;False;False;False;False;46,4;35
Quelfes, Faro;250.000;2.0;2.0;81.0;95.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;True;45,7;63
Pombal, Leiria;305.000;3.0;2.0;131.0;157.0;2.0;1.0;Energy Performance Certificate;False;False;False;False;False;46,4;35
Corroios Centro, Seixal;175.000;1.0;1.0;61.0;66.0;;;Not available;True;False;False;False;False;44,9;11
Algés, Linda-a-Velha e Cruz Quebrada-Dafundo, Lisboa;598.000;3.0;2.0;135.0;171.0;2.0;1.0;Energy Performance Certificate;False;True;True;True;False;44,8;3
Santa Marinha e São Pedro da Afurada, Porto;355.000;2.0;2.0;86.0;107.0;1.0;4.0;Not available;True;False;True;True;True;47;4
Odivelas, Lisboa;460.000;3.0;2.0;102.0;112.0;2.0;7.0;Energy Performance Certificate;False;True;True;True;False;44,8;14
Castelos, Porto;257.000;3.0;2.0;80.0;88.0;0.0;2.0;Not available;True;False;True;True;True;47;3
Cedofeita, Porto;188.000;0.0;1.0;35.0;35.0;0.0;2.0;Not available;True;False;True;True;True;47;5
Vilamoura, Loulé;10.800;1.0;1.0;50.0;50.0;0.0;;Not available;True;False;False;False;False;46,9;37
Alfornelos, Amadora;245.000;2.0;1.0;68.0;;;;Not available;True;False;True;True;False;44,1;10
Mafamude e Vilar do Paraíso, Vila Nova de Gaia;250.000;3.0;3.0;173.0;218.0;2.0;3.0;Not available;True;False;True;True;False;46,8;6
Estômbar e Parchal, Faro;189.000;2.0;1.0;77.0;113.0;;;Not available;True;False;False;False;True;45,7;5
Júlio Dinis, Porto;325.000;2.0;1.0;80.0;122.0;1.0;5.0;Energy Performance Certificate;False;False;True;True;True;47;3
Corroios, Seixal;167.000;3.0;1.0;95.0;95.0;;;Not available;True;False;False;False;False;44,9;7
Santa Maria Maior, Viana do Castelo;213.500;0.0;1.0;64.0;64.0;;;Not available;True;False;False;False;True;48,8;1
Celas, Coimbra;260.000;3.0;2.0;;;;;Not available;True;False;False;True;False;48,3;40
Telheiras, Lisboa;390.000;2.0;1.0;99.0;110.0;1.0;;Not available;True;True;True;True;False;44,8;12
Montijo e Afonsoeiro, Setúbal;190.000;3.0;2.0;84.0;99.0;;;Not available;True;False;True;True;False;42,6;25
Sátão, Sátão;Under Consultation;3.0;2.0;137.0;153.0;;;Not available;True;False;False;False;False;52,1;81
Arca d´ Água, Porto;210.000;1.0;1.0;73.0;76.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47;5
Centro Histórico, Santarém;295.000;3.0;2.0;203.0;203.0;;;Not available;True;False;False;False;False;48,3;56
Celas, Coimbra;250.000;2.0;1.0;53.0;58.0;1.0;2.0;Energy Performance Certificate;False;False;False;True;False;48,3;40
Arroios, Lisboa;395.000;;1.0;;;0.0;;Not available;True;True;True;True;False;44,8;12
Vilamoura, Loulé;310.000;1.0;1.0;57.0;74.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;46,9;37
Braga (São Vítor), Braga;210.000;2.0;1.0;69.0;69.0;1.0;1.0;Energy Performance Certificate;False;False;False;True;False;44,4;31
Paços de Ferreira, Porto;Under Consultation;0.0;1.0;;;;;Not available;True;False;True;True;True;47;28
Amadora, Amadora;189.000;2.0;1.0;81.0;91.0;;;Not available;True;False;True;True;False;44,1;8
Paços de Ferreira, Porto;Under Consultation;0.0;1.0;;;;;Not available;True;False;True;True;True;47;28
Alto de Algés, Oeiras;985.000;3.0;2.0;135.0;220.0;2.0;0.0;Energy Performance Certificate;False;False;False;False;False;46,5;5
Igreja da Memória, Lisboa;360.000;3.0;2.0;64.0;94.0;0.0;0.0;Not available;True;True;True;True;False;44,8;7
Metro do Heroísmo, Porto;528.000;2.0;2.0;68.0;279.0;2.0;3.0;Not available;True;False;True;True;True;47;6
Metro do Heroísmo, Porto;416.800;2.0;2.0;74.0;123.0;2.0;3.0;Not available;True;False;True;True;True;47;6
Metro do Heroísmo, Porto;311.600;1.0;1.0;68.0;88.0;1.0;3.0;Not available;True;False;True;True;True;47;6
Metro do Heroísmo, Porto;253.900;1.0;1.0;53.0;74.0;1.0;3.0;Not available;True;False;True;True;True;47;6
Metro do Heroísmo, Porto;302.000;1.0;1.0;57.0;90.0;1.0;2.0;Not available;True;False;True;True;True;47;6
Tavira, Tavira;295.000;2.0;1.0;70.0;85.0;;;Not available;True;False;False;False;True;51,2;79
Espinho, Aveiro;225.000;2.0;2.0;90.0;90.0;1.0;1.0;Not available;True;False;False;False;True;51,1;0
Nossa Senhora das Misericórdias, Santarém;148.000;3.0;2.0;125.0;139.0;2.0;0.0;Energy Performance Certificate;False;False;False;False;False;48,3;64
Carvalhido, Porto;Under Consultation;3.0;2.0;90.0;93.0;;;Not available;True;False;True;True;True;47;4
Alto das Vinhas Grandes, Montijo;195.500;2.0;1.0;85.0;92.0;;;Not available;True;False;False;False;False;42,6;25
Montijo e Afonsoeiro, Setúbal;165.000;2.0;1.0;66.0;80.0;;;Not available;True;False;True;True;False;42,6;25
Alvor, Portimão;215.000;1.0;1.0;55.0;61.0;1.0;0.0;Not available;True;False;False;False;True;45,5;5
Quarteira, Loulé;347.500;3.0;2.0;109.0;145.0;1.0;2.0;Not available;False;False;False;False;False;46,9;38
Paços de Ferreira, Porto;Under Consultation;2.0;1.0;76.0;76.0;1.0;1.0;Energy Performance Certificate;False;False;True;True;True;47;28
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;154.900;2.0;1.0;60.0;65.0;;;Not available;True;False;False;False;False;52,8;6479
Tarouca e Dálvares, Viseu;120.000;3.0;3.0;123.0;137.0;;;Not available;True;False;False;False;False;49,4;74
Santa Maria Maior, Vila Real;Under Consultation;3.0;2.0;100.0;115.0;;;Not available;True;False;False;False;False;48,5;111
Ermesinde, Porto;Under Consultation;3.0;2.0;107.0;121.0;1.0;3.0;Not available;True;False;True;True;True;47;12
Paços de Ferreira, Porto;Under Consultation;0.0;1.0;45.0;45.0;1.0;1.0;Not available;False;False;True;True;True;47;28
Paços de Ferreira, Porto;Under Consultation;0.0;1.0;46.0;46.0;1.0;1.0;Not available;False;False;True;True;True;47;28
Alfena, Porto;207.500;3.0;3.0;105.0;148.0;1.0;2.0;Energy Performance Certificate;False;False;True;True;True;47;15
Paços de Ferreira, Porto;Under Consultation;2.0;1.0;79.0;79.0;1.0;1.0;Not available;False;False;True;True;True;47;28
Paços de Ferreira, Porto;Under Consultation;2.0;1.0;81.0;81.0;1.0;2.0;Not available;False;False;True;True;True;47;28
Paços de Ferreira, Porto;Under Consultation;2.0;1.0;86.0;86.0;1.0;2.0;Not available;False;False;True;True;True;47;28
Viso Sul, Viseu;315.000;4.0;3.0;187.0;220.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;46,9;74
Viso Sul, Viseu;315.000;4.0;3.0;187.0;220.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;46,9;74
Abraveses, Viseu;135.000;3.0;2.0;76.0;100.0;;;Not available;True;False;False;False;False;46,9;70
Viso Sul, Viseu;235.000;3.0;2.0;116.0;175.0;1.0;2.0;Not available;True;False;False;False;False;46,9;74
Olivais, Lisboa;589.000;2.0;2.0;76.0;76.0;1.0;10.0;Energy Performance Certificate;False;True;True;True;False;44,8;16
Viso Sul, Viseu;235.000;3.0;2.0;116.0;148.0;1.0;2.0;Energy Performance Certificate;False;False;False;False;False;46,9;74
Ermesinde, Valongo;295.000;2.0;2.0;120.0;140.0;1.0;3.0;Energy Performance Certificate;False;False;False;False;False;45,1;12
Viso Sul, Viseu;230.000;3.0;2.0;116.0;162.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;46,9;74
Viso Sul, Viseu;230.000;3.0;2.0;116.0;162.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;46,9;74
Paredes, Porto;286.000;3.0;2.0;133.0;133.0;2.0;2.0;Not available;True;False;True;True;True;44,3;21
Olaias, Lisboa;800.000;3.0;2.0;190.0;190.0;5.0;7.0;Energy Performance Certificate;False;True;True;True;False;44,8;14
Mãe de Deus, Santa Cruz;210.000;2.0;2.0;83.0;105.0;1.0;4.0;Energy Performance Certificate;False;False;False;False;False;43,7;not found
Torres Novas (Santa Maria, Salvador e Santiago), Santarém;170.000;3.0;2.0;124.0;137.0;2.0;0.0;Not available;True;False;False;False;False;50,2;72
Esmoriz, Aveiro;155.000;2.0;1.0;80.0;118.0;1.0;2.0;Not available;False;False;False;False;True;45,5;5
Torre da Marinha, Seixal;Under Consultation;3.0;2.0;103.0;112.0;;;Not available;True;False;False;False;False;44,9;11
Campolide, Lisboa;395.000;2.0;1.0;75.0;82.0;0.0;2.0;Energy Performance Certificate;False;True;True;True;False;44,8;10
Alvalade, Lisboa;1.188.000;5.0;4.0;254.0;264.0;;;Not available;True;True;True;True;False;44,8;14
Costa, Braga;350.000;4.0;3.0;134.0;147.0;4.0;4.0;Energy Performance Certificate;False;False;False;True;False;44,4;29
Parque das Nações - Expo Norte, Lisboa;465.000;2.0;2.0;79.0;79.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;False;44,8;19
Pinheiro Manso, Porto;636.000;4.0;3.0;174.0;203.0;2.0;;Not available;True;False;True;True;True;47;2
Amorosa, Viana do Castelo;125.000;1.0;1.0;64.0;71.0;;;Not available;True;False;False;False;True;48,8;5
Boavista, Porto;199.000;1.0;1.0;57.0;57.0;0.0;3.0;Energy Performance Certificate;False;False;True;True;True;47;4
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;890.000;3.0;2.0;110.0;150.0;1.0;2.0;Energy Performance Certificate;False;True;True;True;False;44,8;1
Damaia de Cima, Amadora;295.000;4.0;2.0;107.0;112.0;;;Not available;True;False;True;True;False;44,1;8
Olivais, Lisboa;415.000;4.0;1.0;110.0;110.0;;;Not available;True;True;True;True;False;44,8;16
Aldeia de Joanes, Fundão;87.500;3.0;1.0;120.0;120.0;0.0;3.0;Not available;True;False;False;False;False;53,6;115
Quinta das Lágrimas / Quinta da Varzea, Coimbra;393.000;3.0;3.0;119.0;136.0;2.0;2.0;Not available;True;False;False;True;False;48,3;38
Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra;185.000;4.0;2.0;70.0;70.0;;;Not available;True;False;False;True;False;48,3;40
Almada, Cova da Piedade, Pragal e Cacilhas, Setúbal;195.000;2.0;1.0;78.0;78.0;;;Not available;True;False;True;True;False;46,3;7
Algueirão-Mem Martins, Lisboa;199.000;1.0;2.0;;;;;Not available;True;True;True;True;False;44,8;11
Alhos Vedros / Agrup. Escolas, Moita;225.000;2.0;1.0;95.0;152.0;1.0;0.0;Not available;True;False;False;False;False;45;17
Alvor, Portimão;185.000;1.0;1.0;54.0;59.0;;;Not available;True;False;False;False;True;45,5;5
Rio Tinto, Porto;215.000;2.0;2.0;118.0;118.0;1.0;4.0;Energy Performance Certificate;False;False;True;True;True;47;9
Centro, Viseu;Under Consultation;4.0;3.0;97.0;126.0;;;Not available;True;False;False;False;False;46,9;72
São João da Madeira, Aveiro;169.000;2.0;2.0;112.0;112.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;True;47;17
Portimão Centro, Portimão;107.000;0.0;1.0;31.0;35.0;;;Not available;True;False;False;False;True;45,5;2
Matadouro, Figueira da Foz;189.000;2.0;2.0;92.0;92.0;0.0;;Not available;True;False;False;False;True;50,9;3
Cavalinha, Olhão;147.500;2.0;1.0;55.0;69.0;;;Not available;True;False;False;False;True;46,2;62
Cristelos, Boim e Ordem, Porto;165.000;3.0;2.0;120.0;142.0;1.0;1.0;Not available;True;False;True;True;True;47;35
Arroios, Lisboa;375.000;4.0;1.0;81.0;90.0;;;Not available;True;True;True;True;False;44,8;12
Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém;140.000;3.0;2.0;100.0;100.0;;;Not available;True;False;False;False;False;52,8;6479
Macieira de Cambra, Aveiro;145.000;3.0;2.0;130.0;130.0;1.0;1.0;Not available;True;False;False;False;True;45,5;27
Rio Tinto - Forno, Gondomar;190.000;3.0;2.0;85.0;107.0;1.0;1.0;Not available;True;False;True;False;False;47,1;9
Santo António dos Olivais, Coimbra;375.000;3.0;2.0;100.0;120.0;2.0;0.0;Not available;True;False;False;True;False;48,3;41
Bairro Catroga e Gaio, Abrantes;Under Consultation;2.0;1.0;85.0;85.0;1.0;-1.0;Not available;True;False;False;False;False;53,4;101
São Lourenço do Bairro, Aveiro;Under Consultation;1.0;1.0;65.0;75.0;1.0;;Not available;True;False;False;False;True;45,5;44
ERA Palmela Azeitao, Moita;120.000;1.0;1.0;49.0;55.0;;;Not available;True;False;False;False;False;45;29
Almada, Almada;185.000;3.0;1.0;73.0;88.0;;;Not available;True;False;True;False;False;46,3;6
Viseu, Viseu;135.000;1.0;1.0;50.0;60.0;;;Not available;True;False;False;False;False;46,9;72
Abraveses, Viseu;175.000;3.0;2.0;98.0;122.0;;;Not available;True;False;False;False;False;46,9;70
Prelada, Porto;469.000;3.0;3.0;142.0;186.0;2.0;2.0;Energy Performance Certificate;False;False;True;True;True;47;4
Rio Tinto, Porto;Under Consultation;1.0;1.0;67.0;89.0;1.0;1.0;Not available;True;False;True;True;True;47;9
Minde, Santarém;125.000;2.0;1.0;103.0;115.0;1.0;1.0;Energy Performance Certificate;False;False;False;False;False;48,3;62
Porto, Porto;260.000;1.0;1.0;50.0;50.0;;;Not available;True;False;True;True;True;47;3
Bairro da Coopalme, Sintra;157.500;2.0;1.0;56.0;71.0;;;Not available;True;False;False;False;False;43,7;10
Alto do Seixalinho / Escavadeira, Barreiro;179.000;2.0;1.0;93.0;93.0;;;Not available;True;False;False;False;False;47;15
Montijo e Afonsoeiro, Setúbal;135.000;2.0;1.0;66.0;80.0;;;Not available;True;False;True;True;False;42,6;25
Laranjeiro, Almada;150.000;2.0;1.0;69.0;76.0;;;Not available;True;False;True;False;False;46,3;6
Albufeira e Olhos de Água, Faro;169.500;1.0;1.0;56.0;63.0;0.0;1.0;Not available;True;False;False;False;True;44,4;27
Arca d´ Água, Porto;240.000;1.0;1.0;42.0;42.0;1.0;0.0;Energy Performance Certificate;False;False;True;True;True;47;5
Aires, Palmela;319.000;4.0;2.0;140.0;138.0;4.0;0.0;Not available;True;False;False;False;False;45,3;31
St.º António da Caparica, Almada;260.000;3.0;2.0;81.0;81.0;;;Not available;True;False;True;False;False;46,3;0
Olhão Norte, Olhão;195.000;3.0;2.0;96.0;107.0;;;Not available;True;False;False;False;True;46,2;62
Rio Tinto, Porto;Under Consultation;3.0;2.0;125.0;152.0;1.0;3.0;Energy Performance Certificate;False;False;True;True;True;47;9
Vau, Leiria;635.000;3.0;3.0;;;;;Not available;True;False;False;False;False;46,4;46
Sines, Setúbal;310.000;3.0;2.0;106.0;106.0;2.0;1.0;Not available;True;False;True;True;False;46,6;26
Campo de Ourique, Lisboa;429.000;2.0;2.0;88.0;88.0;;;Not available;True;True;True;True;False;44,8;10
Loulé (São Clemente), Faro;360.000;4.0;3.0;102.0;116.0;;;Not available;True;False;False;False;True;45,7;48
Quarteira, Faro;1.950.000;4.0;4.0;136.0;152.0;2.0;3.0;Energy Performance Certificate;False;False;False;False;True;45,7;38
Machico, Ilha da Madeira;395.000;3.0;3.0;117.0;170.0;2.0;3.0;Energy Performance Certificate;False;False;False;False;False;48,3;896
Centro, Albergaria-a-Velha;Under Consultation;3.0;2.0;103.0;131.0;;;Not available;True;False;False;False;False;47;36
Fernão Magalhães, Porto;170.000;1.0;1.0;67.0;72.0;;;Not available;True;False;True;True;True;47;7
