Location;Distance to Nearest Coastal Point (km)
Souto do Rio, Águeda;52.42530819175821
São Félix da Marinha, Porto;2.9111611145915415
Belas, Sintra;9.167297738659164
Galiza, Porto;47.92969936875965
Paços de Ferreira, Porto;28.395033213393734
Portimão, Faro;1.843917030787198
Massamá 2ª Fase, Sintra;6.459352317881806
Sacavém e Prior Velho, Lisboa;18.842862368305802
Paranhos, Porto;6.200720730311939
Hospital da Cruz Vermelha - Laranjeiras, Lisboa;11.478131312123569
Pedroso e Seixezelo, Porto;9.342552945965519
Torres Novas (São Pedro), Lapas e Ribeira Branca, Santarém;83.08029825044267
Santa Marinha e São Pedro da Afurada, Porto;4.89119145704773
Seixal, Arrentela e Aldeia de Paio Pires, Setúbal;11.42684609744841
Ermesinde, Porto;12.607343989226592
Laranjeiras Metro, Lisboa;11.893393441456054
Massamá 6ª Fase, Sintra;6.459352317881806
Ferrel, Peniche;5.698716829153544
Ferrel, Peniche;5.698716829153544
Ferrel, Peniche;5.698716829153544
Ferrel, Peniche;5.698716829153544
Ferrel, Peniche;5.698716829153544
Coronado (São Romão e São Mamede), Porto;16.97703332909477
Esposende, Marinhas e Gandra, Braga;3.0655027503774575
Santa Maria Maior, Lisboa;11.287008909067405
Póvoa de Varzim, Beiriz e Argivai, Porto;14.639671084091717
Valadares e Francelos, Vila Nova de Gaia;8.190226820866064
Gondomar (São Cosme), Valbom e Jovim, Porto;11.50596710355383
Campolide, Lisboa;10.866585593669793
Covilhã, Covilhã;117.60045862402355
Mina, Amadora;9.19543784431275
São Domingos de Rana, Lisboa;4.461772440188919
Vila Chã, Vila do Conde;16.440889380719835
São Félix da Marinha III, Vila Nova de Gaia;2.9111611145915415
Avenidas Novas, Lisboa;13.13200174110294
Vilar de Andorinho, Vila Nova de Gaia;6.1107414726810445
Caparica e Trafaria, Setúbal;2.2262095746710227
Bairro Norton de Matos, Coimbra;40.381367604041884
Monte, Murtosa;28.33535910382682
Cacém e São Marcos, Lisboa;8.093431252912469
Lordelo do Ouro, Porto;1.9850624057819266
Braga (Maximinos, Sé e Cividade), Braga;28.641951127025138
Quarteira, Faro;38.86920377587499
Campanhã, Porto;8.29350767352667
Lagoa e Carvoeiro, Faro;9.478291520192403
Ajuda, Lisboa;8.01873198559227
São Cosme Zona 3, Gondomar;12.260657705282714
Paços de Ferreira, Porto;28.395033213393734
Av. Fernão Magalhães, Coimbra;38.32071646285078
Rio Tinto - Cidade Jovem, Gondomar;11.401725605417132
Gulpilhares e Valadares, Porto;7.203684078768482
Estrada Monumental, Funchal;914.2232946155461
Oliveira do Douro, Porto;7.42056882378263
Cidade da Maia, Porto;9.976819436369437
S.Cosme, Gondomar;12.260657705282714
Linda-a-velha, Oeiras;4.781621070710072
Lourinhã e Atalaia, Lisboa;10.126122429150646
Massamá, Sintra;6.459352317881806
Gualtar, Braga;29.52355037845546
Lourinhã e Atalaia, Lisboa;10.126122429150646
Torno, Porto;41.566375625907966
Cacilhas, Almada;8.637689974926232
Cacém e São Marcos, Lisboa;8.093431252912469
Cova da Piedade, Almada;7.020425110686671
Samora Correia, Santarém;43.33075519954787
Alhandra, Vila Franca de Xira;35.443728472174655
Matosinhos e Leça da Palmeira, Porto;4.05647559371589
Ramalde, Porto;3.8727758524248954
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Mafamude e Vilar do Paraíso, Porto;6.770902715421252
Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa;1.0917467790256044
Selho (São Jorge), Braga;35.852763466171446
Graça, Lisboa;12.09822882810335
Chiado, Lisboa;10.78655434870648
Praça Rainha D. Amélia, Porto;6.470892871965154
Montijo e Afonsoeiro, Setúbal;25.073427815554755
Avenidas Novas, Lisboa;13.13200174110294
Castelo Branco, Castelo Branco;124.20107703903876
Moncarapacho e Fuseta, Faro;66.48155661272949
São Domingos de Benfica, Lisboa;12.203341402253104
Vila do Conde, Porto;18.041941849848865
Penha de França, Lisboa;12.88500975612095
Lavradio, Barreiro;15.917019846488934
Lumiar, Lisboa;13.776681240787086
Estrada Monumental, Funchal;914.2232946155461
ERA Palmela Azeitao, Seixal;29.937178690971553
Santa Marta do Pinhal, Seixal;11.806414752230275
ERA Palmela Azeitao, Barreiro;23.636418968197397
Massarelos, Porto;3.674647707961619
ERA Palmela Azeitao, Moita;29.937178690971553
Vale Churido, Bragança;170.40555755121383
Loures, Loures;18.34297673814834
Lamego (Almacave e Sé), Viseu;71.18471723000803
Marvila, Lisboa;15.532421029518922
Santa Clara, Coimbra;37.78388298667887
Rio Tinto, Porto;9.7032781760626
Vendas Novas, Évora;67.10516358506892
Loulé (São Sebastião), Faro;40.56124696460798
Loulé (São Sebastião), Faro;40.56124696460798
Loulé, Loulé;45.78188422280282
Marinha Grande, Leiria;46.656885438043844
Canidelo, Porto;3.9645576755340723
Castelo Branco, Castelo Branco;124.20107703903876
Vila Nova de Paiva, Vila Nova de Paiva;75.08154361619711
Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu), Coimbra;40.23559103543437
Granja Park, Castelo Branco;123.15261137343614
Ajuda, Funchal;913.3577824919167
Santa Marinha e São Pedro da Afurada, Porto;4.89119145704773
Entroncamento, Entroncamento;77.15659134196778
Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto;5.370718400555397
Pampilhosa, Mealhada;43.5060658417184
Campolide, Lisboa;10.866585593669793
Custóias, Matosinhos;6.120257846126762
Campo de Ourique, Lisboa;10.281507683662495
Alto Sto Amaro, Lisboa;11.879567368245146
Alhos Vedros, Setúbal;19.76101223033143
Vila Praia de Âncora, Viana do Castelo;13.93161858684437
Paços de Ferreira, Porto;28.395033213393734
Ponta Delgada (São Pedro), Ilha de São Miguel;1416.8472072912325
Corroios, Setúbal;7.238655208844806
Santa Marinha e Afurada, Vila Nova de Gaia;4.89119145704773
Vilamoura, Loulé;37.17465435068023
